avg_loss_pct,avg_win_pct,consistency_score,final_capital,hard_sl_pct,max_drawdown_pct,min_confidence,note,profitable_months,return_pct,risk_per_trade_pct,time_stop_minutes,total_months,trade_count,win_rate
7.879,9.288,0.0,1360.06,5.0,98.769,1.0,,2,-97.28,6,10,7,343,0.4402
7.347,7.729,0.0,1492.62,5.0,98.918,0.8,,0,-97.015,7,10,3,419,0.4487
7.118,8.29,0.0,1471.63,5.0,98.64,0.85,,0,-97.057,7,10,4,437,0.4256
7.516,9.923,0.0,201.13,5.0,99.782,0.9,,1,-99.598,7,10,7,628,0.4395
7.789,9.529,0.0,1370.56,5.0,99.136,0.95,,2,-97.259,7,10,7,486,0.4424
7.879,9.288,0.0,1360.06,5.0,98.769,1.0,,2,-97.28,7,10,7,343,0.4402
7.347,7.729,0.0,1492.62,5.0,98.918,0.8,,0,-97.015,8,10,3,419,0.4487
7.118,8.29,0.0,1471.63,5.0,98.64,0.85,,0,-97.057,8,10,4,437,0.4256
7.516,9.923,0.0,201.13,5.0,99.782,0.9,,1,-99.598,8,10,7,628,0.4395
7.789,9.529,0.0,1370.56,5.0,99.136,0.95,,2,-97.259,8,10,7,486,0.4424
7.879,9.288,0.0,1360.06,5.0,98.769,1.0,,2,-97.28,8,10,7,343,0.4402
7.347,7.729,0.0,1492.62,5.0,98.918,0.8,,0,-97.015,9,10,3,419,0.4487
7.118,8.29,0.0,1471.63,5.0,98.64,0.85,,0,-97.057,9,10,4,437,0.4256
7.516,9.923,0.0,201.13,5.0,99.782,0.9,,1,-99.598,9,10,7,628,0.4395
7.789,9.529,0.0,1370.56,5.0,99.136,0.95,,2,-97.259,9,10,7,486,0.4424
7.879,9.288,0.0,1360.06,5.0,98.769,1.0,,2,-97.28,9,10,7,343,0.4402
7.347,7.729,0.0,1492.62,5.0,98.918,0.8,,0,-97.015,10,10,3,419,0.4487
7.118,8.29,0.0,1471.63,5.0,98.64,0.85,,0,-97.057,10,10,4,437,0.4256
7.516,9.923,0.0,201.13,5.0,99.782,0.9,,1,-99.598,10,10,7,628,0.4395
7.789,9.529,0.0,1370.56,5.0,99.136,0.95,,2,-97.259,10,10,7,486,0.4424
7.879,9.288,0.0,1360.06,5.0,98.769,1.0,,2,-97.28,10,10,7,343,0.4402
7.763,9.322,0.0,12941.12,5.0,81.399,0.8,,3,-74.118,1,15,13,2476,0.4475
7.981,9.667,0.023,20561.5,5.0,71.187,0.85,,5,-58.877,1,15,13,1646,0.4459
7.986,9.784,0.0,34776.31,5.0,51.23,0.9,,6,-30.447,1,15,13,1266,0.4487
8.211,9.666,0.0,32801.88,5.0,57.186,0.95,,5,-34.396,1,15,13,950,0.4558
8.585,9.981,0.0,40718.44,5.0,45.094,1.0,,7,-18.563,1,15,13,676,0.463
7.848,9.733,0.0,3716.87,5.0,95.581,0.8,,2,-92.566,2,15,9,1776,0.4358
7.981,9.667,0.0,5077.06,5.0,94.857,0.85,,4,-89.846,2,15,13,1646,0.4459
7.986,9.784,0.006,7720.88,5.0,89.508,0.9,,4,-84.558,2,15,13,1266,0.4487
8.211,9.666,0.0,13830.13,5.0,86.565,0.95,,3,-72.34,2,15,13,950,0.4558
8.585,9.981,0.0,18853.06,5.0,75.613,1.0,,5,-62.294,2,15,13,676,0.463
7.163,8.083,0.0,2411.37,5.0,97.638,0.8,,1,-95.177,3,15,4,613,0.4225
7.778,9.757,0.0293,2336.13,5.0,97.31,0.85,,2,-95.328,3,15,7,864,0.4398
8.113,10.317,0.0043,2432.38,5.0,96.692,0.9,,2,-95.135,3,15,9,812,0.4347
8.261,9.748,0.0,2448.56,5.0,97.748,0.95,,3,-95.103,3,15,12,929,0.4553
8.585,9.981,0.0,5200.88,5.0,94.05,1.0,,6,-89.598,3,15,13,676,0.463
7.148,8.148,0.0,1853.56,5.0,98.419,0.8,,0,-96.293,4,15,4,551,0.4283
7.265,8.341,0.0,1747.25,5.0,98.195,0.85,,0,-96.505,4,15,6,703,0.4452
7.811,10.024,0.0,1761.25,5.0,97.815,0.9,,1,-96.477,4,15,7,646,0.4365
8.311,9.983,0.0,1622.13,5.0,98.731,0.95,,2,-96.756,4,15,9,589,0.4465
8.586,10.086,0.0,1651.88,5.0,98.256,1.0,,2,-96.696,4,15,8,422,0.4502
7.39,7.616,0.0,1009.19,5.0,99.231,0.8,,0,-97.982,5,15,3,418,0.4474
7.186,8.369,0.0,1454.56,5.0,98.588,0.85,,0,-97.091,5,15,4,429,0.4266
7.21,8.448,0.0,1282.63,5.0,98.547,0.9,,1,-97.435,5,15,6,535,0.4411
7.833,9.529,0.0,1238.0,5.0,99.182,0.95,,2,-97.524,5,15,7,486,0.4424
7.932,9.288,0.0,1200.38,5.0,98.887,1.0,,2,-97.599,5,15,7,343,0.4402
7.39,7.616,0.0,1009.19,5.0,99.231,0.8,,0,-97.982,6,15,3,418,0.4474
7.186,8.369,0.0,1454.56,5.0,98.588,0.85,,0,-97.091,6,15,4,429,0.4266
7.21,8.448,0.0,1282.63,5.0,98.547,0.9,,1,-97.435,6,15,6,535,0.4411
7.833,9.529,0.0,1238.0,5.0,99.182,0.95,,2,-97.524,6,15,7,486,0.4424
7.932,9.288,0.0,1200.38,5.0,98.887,1.0,,2,-97.599,6,15,7,343,0.4402
7.39,7.616,0.0,1009.19,5.0,99.231,0.8,,0,-97.982,7,15,3,418,0.4474
7.186,8.369,0.0,1454.56,5.0,98.588,0.85,,0,-97.091,7,15,4,429,0.4266
7.21,8.448,0.0,1282.63,5.0,98.547,0.9,,1,-97.435,7,15,6,535,0.4411
7.833,9.529,0.0,1238.0,5.0,99.182,0.95,,2,-97.524,7,15,7,486,0.4424
7.932,9.288,0.0,1200.38,5.0,98.887,1.0,,2,-97.599,7,15,7,343,0.4402
7.39,7.616,0.0,1009.19,5.0,99.231,0.8,,0,-97.982,8,15,3,418,0.4474
7.186,8.369,0.0,1454.56,5.0,98.588,0.85,,0,-97.091,8,15,4,429,0.4266
7.21,8.448,0.0,1282.63,5.0,98.547,0.9,,1,-97.435,8,15,6,535,0.4411
7.833,9.529,0.0,1238.0,5.0,99.182,0.95,,2,-97.524,8,15,7,486,0.4424
7.932,9.288,0.0,1200.38,5.0,98.887,1.0,,2,-97.599,8,15,7,343,0.4402
7.39,7.616,0.0,1009.19,5.0,99.231,0.8,,0,-97.982,9,15,3,418,0.4474
7.186,8.369,0.0,1454.56,5.0,98.588,0.85,,0,-97.091,9,15,4,429,0.4266
7.21,8.448,0.0,1282.63,5.0,98.547,0.9,,1,-97.435,9,15,6,535,0.4411
7.833,9.529,0.0,1238.0,5.0,99.182,0.95,,2,-97.524,9,15,7,486,0.4424
7.932,9.288,0.0,1200.38,5.0,98.887,1.0,,2,-97.599,9,15,7,343,0.4402
7.39,7.616,0.0,1009.19,5.0,99.231,0.8,,0,-97.982,10,15,3,418,0.4474
7.186,8.369,0.0,1454.56,5.0,98.588,0.85,,0,-97.091,10,15,4,429,0.4266
7.21,8.448,0.0,1282.63,5.0,98.547,0.9,,1,-97.435,10,15,6,535,0.4411
7.833,9.529,0.0,1238.0,5.0,99.182,0.95,,2,-97.524,10,15,7,486,0.4424
