hard_sl_pct,min_confidence,month,pnl,return_pct,risk_per_trade_pct,time_stop_minutes,trades,win_rate
5.0,0.85,2025-10,-7873.16,-15.746,7,5,146,0.4041
5.0,0.85,2025-11,-4877.51,-9.755,7,5,30,0.2667
5.0,0.9,2025-09,-13769.17,-27.538,7,5,101,0.5149
5.0,0.9,2025-10,-28411.95,-56.824,7,5,106,0.3585
5.0,0.9,2025-11,-6946.01,-13.892,7,5,90,0.3778
5.0,0.95,2025-09,-32989.16,-65.978,7,5,78,0.5
5.0,0.95,2025-10,-8041.16,-16.082,7,5,76,0.3421
5.0,0.95,2025-11,-6450.94,-12.902,7,5,85,0.4
5.0,0.95,2025-12,8325.98,16.652,7,5,106,0.4245
5.0,0.95,2026-01,-7267.05,-14.534,7,5,82,0.3171
5.0,0.95,2026-02,10062.94,20.126,7,5,95,0.4842
5.0,0.95,2026-03,-13341.3,-26.683,7,5,42,0.2619
5.0,1.0,2025-09,-24122.7,-48.245,7,5,51,0.4902
5.0,1.0,2025-10,12089.7,24.179,7,5,55,0.4182
5.0,1.0,2025-11,-12877.99,-25.756,7,5,65,0.4154
5.0,1.0,2025-12,49306.69,98.613,7,5,79,0.443
5.0,1.0,2026-01,-56677.69,-113.355,7,5,59,0.2712
5.0,1.0,2026-02,96846.22,193.692,7,5,63,0.5079
5.0,1.0,2026-03,-114456.56,-228.913,7,5,29,0.2759
5.0,0.8,2025-09,-46728.94,-93.458,8,5,183,0.4536
5.0,0.8,2025-10,-2454.11,-4.908,8,5,161,0.3665
5.0,0.85,2025-09,-36361.24,-72.722,8,5,126,0.4603
5.0,0.85,2025-10,-7873.16,-15.746,8,5,146,0.4041
5.0,0.85,2025-11,-4877.51,-9.755,8,5,30,0.2667
5.0,0.9,2025-09,-13769.17,-27.538,8,5,101,0.5149
5.0,0.9,2025-10,-28411.95,-56.824,8,5,106,0.3585
5.0,0.9,2025-11,-6946.01,-13.892,8,5,90,0.3778
5.0,0.95,2025-09,-32989.16,-65.978,8,5,78,0.5
5.0,0.95,2025-10,-8041.16,-16.082,8,5,76,0.3421
5.0,0.95,2025-11,-6450.94,-12.902,8,5,85,0.4
5.0,0.95,2025-12,8325.98,16.652,8,5,106,0.4245
5.0,0.95,2026-01,-7267.05,-14.534,8,5,82,0.3171
5.0,0.95,2026-02,10062.94,20.126,8,5,95,0.4842
5.0,0.95,2026-03,-13341.3,-26.683,8,5,42,0.2619
5.0,1.0,2025-09,-24122.7,-48.245,8,5,51,0.4902
5.0,1.0,2025-10,12089.7,24.179,8,5,55,0.4182
5.0,1.0,2025-11,-12877.99,-25.756,8,5,65,0.4154
5.0,1.0,2025-12,49306.69,98.613,8,5,79,0.443
5.0,1.0,2026-01,-56677.69,-113.355,8,5,59,0.2712
5.0,1.0,2026-02,96846.22,193.692,8,5,63,0.5079
5.0,1.0,2026-03,-114456.56,-228.913,8,5,29,0.2759
5.0,0.8,2025-09,-46728.94,-93.458,9,5,183,0.4536
5.0,0.8,2025-10,-2454.11,-4.908,9,5,161,0.3665
5.0,0.85,2025-09,-36361.24,-72.722,9,5,126,0.4603
5.0,0.85,2025-10,-7873.16,-15.746,9,5,146,0.4041
5.0,0.85,2025-11,-4877.51,-9.755,9,5,30,0.2667
5.0,0.9,2025-09,-13769.17,-27.538,9,5,101,0.5149
